name,address,phone,rating,reviewCount,category,mapsUrl,status,scrapedAt,outreach
Fontenot James E,"Vermilion Parish Courthouse, 112 S St Charles St, Abbeville, LA 70510, USA",(337) 781-7922,5,1,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJKTD2Be5nI4YRyGK8EXNdQfY,OPERATIONAL,2026-03-28T18:05:36.652Z,"Hi there,

I noticed that Fontenot James E doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 1 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Summers Preston M,"202 Charity St, Abbeville, LA 70510, USA",(337) 893-0169,1,1,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJB7atDu5nI4YRpm6Rt3BLZOU,OPERATIONAL,2026-03-28T18:05:38.772Z,"Hi there,

I noticed that Summers Preston M doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 1⭐ rating with 1 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Nicole Guidry Law Office,"100 S Louisiana St # 500, Abbeville, LA 70510, USA",,,0,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJ9xJvfO5nI4YR0WmLsVX2l7A,OPERATIONAL,2026-03-28T18:05:38.772Z,"Hi there,

I noticed that Nicole Guidry Law Office doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Nicole Guidry Law Office,"100 S Louisiana St # 500, Abbeville, LA 70510, USA",(337) 740-8885,5,2,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJWfurgfFnI4YRKV31LsKYS4Y,OPERATIONAL,2026-03-28T18:05:38.772Z,"Hi there,

I noticed that Nicole Guidry Law Office doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 2 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Shay A. Hargrave,"104 S St Charles St, Abbeville, LA 70510, USA",,,0,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJuT3k9LwVEy4Ri2bZ4H2bDwo,OPERATIONAL,2026-03-28T18:05:38.772Z,"Hi there,

I noticed that Shay A. Hargrave doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
"DeBaillon Law Firm, LLC","111 Concord St B, Abbeville, LA 70510, USA",(337) 501-6687,5,1,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJAQA89PFnI4YRfNxM-qsMVVg,OPERATIONAL,2026-03-28T18:05:38.772Z,"Hi there,

I noticed that DeBaillon Law Firm, LLC doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 1 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Frank E Lemoine Law Offices,"116 S State St, Abbeville, LA 70510, USA",(337) 893-4382,,0,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJIdaP-fFnI4YRLexBIyoWXU4,OPERATIONAL,2026-03-28T18:05:38.772Z,"Hi there,

I noticed that Frank E Lemoine Law Offices doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Sonnier Charles R,"904 Rue De Chene Vert, Abbeville, LA 70510, USA",(337) 893-5973,,0,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJRUoIF1hdI4YRMHbRCOLe3Fg,OPERATIONAL,2026-03-28T18:05:38.772Z,"Hi there,

I noticed that Sonnier Charles R doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
"Samantha M. Hoof, Attorney at Law","1241 Jenkins Ave, Crowley, LA 70526, USA",(337) 349-1812,,0,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJa5mMM0qpJIYRe6sEYihltmQ,OPERATIONAL,2026-03-28T18:05:39.106Z,"Hi there,

I noticed that Samantha M. Hoof, Attorney at Law doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Vincent IV Joseph J,"1224 N Parkerson Ave, Crowley, LA 70526, USA",(337) 783-7777,5,1,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJERRJ2lapJIYREGQwnLd2sEI,OPERATIONAL,2026-03-28T18:05:39.106Z,"Hi there,

I noticed that Vincent IV Joseph J doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 1 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Acadia Parish District Attorney,"500 N Parkerson Ave Floor 3, Crowley, LA 70526, USA",(337) 788-8831,2.3,3,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJgaiPBFupJIYRxnm0cMm4UCs,OPERATIONAL,2026-03-28T18:05:39.106Z,"Hi there,

I noticed that Acadia Parish District Attorney doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 2.3⭐ rating with 3 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Stephen Nickel Law Office,"521 NW Court Cir, Crowley, LA 70526, USA",(337) 785-0098,1,1,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJEbX8dFupJIYRoBDAcltIDb4,OPERATIONAL,2026-03-28T18:05:39.106Z,"Hi there,

I noticed that Stephen Nickel Law Office doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 1⭐ rating with 1 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Landry & Landry,"529 NW Court Cir, Crowley, LA 70526, USA",(337) 788-1850,4.5,10,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJabtmdVupJIYR2HtCgzzAb-Q,OPERATIONAL,2026-03-28T18:05:39.106Z,"Hi there,

I noticed that Landry & Landry doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.5⭐ rating with 10 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Privat & Privat - Attorneys at Law,"525 NW Court Cir, Crowley, LA 70526, USA",(337) 783-7142,5,2,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJcf8NdVupJIYRsXAGg_Any60,OPERATIONAL,2026-03-28T18:05:39.106Z,"Hi there,

I noticed that Privat & Privat - Attorneys at Law doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 2 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Privat Kenneth O,"525 NW Court Cir, Crowley, LA 70526, USA",(337) 783-7142,5,3,lawyer,https://www.google.com/maps/place/?q=place_id:ChIJpx0SdVupJIYRW6tglwwhUS0,OPERATIONAL,2026-03-28T18:05:39.106Z,"Hi there,

I noticed that Privat Kenneth O doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 3 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
